id	text	misogynous	aggressiveness
2562	Allora ... non mi hanno fatto vedere le #FP, mi sono dovuto guardare pezzetti di #Q1 #Q2 e #Q3. Domani partita del figlio con pranzo fuori! Porca puttana se alle 17 non sono sul <MENTION_1> a vedere #BahrainGP scenderanno cristi come se piovesse!	0	0
2563	MA PORCA PUTTANA BRYAN  #amici17	0	0
2564	<MENTION_1> Mia mamma si è permessa di usare la mia scatola super figa, a due piani, della stabilo	0	0
2565	Ma porca puttana Eva fate cantare Emmaaaaa invece di fare ste pagliacciate #amici17	0	0
2566	La mia serata a puttane! Era meglio stare a casa a vedere #Amici17 #QueenMary mi manchi	0	0
2567	"Allora Rudy, se metti in mezzo i pokèmon informati prima. Non hanno i superpoteri"" i pokèmon porca puttana. Adesso capisco perchè ti piace Biondo, sei tarato. #Amici17"""	0	0
2568	ERMAL META VOCE DEL TWITTER, TI AMO, REGALATEMI UN META PORCA PUTTANA #Amici17	0	0
2569	Ermal porca puttana tutta la mia vita sei.#Amici17	0	0
2570	Guarda che commento di merda porca puttana perchè quella ragazza non la sta insultando?????????????????? #Amici17	0	0
2571	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> Cioè qua siamo di fronte a vette altissime di incoerenza. ..napoletano che tifa Juve però prende in giro i piemontesi. ...cazzo ma porc	0	0
2572	Porca puttana Carmen, canta e chetati! Che pesantezza! #Amici17	0	0
2573	Serata crazy seduta sul cesso dalle 21.30 alle 22.30 e non sono neanche riuscita a cacare, sono uscita e già me ne sono pentita porcaccia cagna maiala perché non sono rimasta a casa a vedere #ungiornoinpretura	0	0
2574	ERMAL COME ASFALTI TU NESSUNO, TI AMO PORCA PUTTANA. #Amici17	0	0
2575	ALMENO UN SECONDO PORCA PUTTANA.Ecco perché odio essere sociale.	0	0
2576	- sta facendo un casino solo perché non l’ho voluto abbracciare e mi sta riempiendo di scenate di gelosia. Ma porca troia, se un giorno mi calcoli ed un altro no, se un giorno mi dici determinate cose e poi l’altro te ne sbatti, che cazzo devo fare? Mi ha	0	0
2577	Sto una merda Ma veramente di grosso ragà E PORCA PUTTANA VOI NON MERITATE NULLA DA ME PORCA MISERIA	0	0
2578	"Stasera le sto leggendo TUTTE.L'ultima:Che ce ne facciamo della qualità artistica?""RAGA MA SIETE SERI PORCA PUTTANA???!Ditemi di cosa vi fate perchè dev'essere davvero roba buona."""	0	0
2579	Ma che cazzo ??? <URL>	0	0
2580	il televoto? la cosa più sbagliata! MA COME CAZZO STATE VOTANDO PORCA PUTTANA, CE LA FATE? #Amici17	0	0
2581	VOLETE VOTARE IL TALENTO PORCA PUTTANA!!BIONDO NON È UN CAZZO NON HA TALENTO È STONATO QUANTO UNA CAMPANA, E CARMEN, BRYAN E LAUREN RISCHIO ELIMINAZIONE.  ARRAPATEVI DI MENO #Amici17	0	0
2582	RT <MENTION_1> VAI MATTEO PORCA PUTTANA	0	0
2583	<MENTION_1> <MENTION_2> <MENTION_3> porca puttana !!senti chi parla :D :D	0	0
2584	Okay ma non allunghiamo il brodo porca puttana, è quasi l’unAAAAAAAAAA #Amici17	0	0
2585	Ormai mi hanno spoilerato tutta la serie porca puttana lo faccio anche io ora	0	0
2586	RAGA MA CAZZO SIGNIFICA CHE VALENTINA ACCEDE ALLA SECONDA PUNTATA E FILIPPO SE NE TORNA A CASA?!? RAGAZZI LA COERENZA PORCA PUTTANA. VALENTINA CHE È SEMPRE STATA VALUTATA COME NON BALLERINA VA AVANTI. #amici17	0	0
2587	"Top story: Asia Argento on Twitter: In Italia ci hanno elette nemiche #1 perch… <URL> see more <URL>	0	0
2588	Mi fa fame pure mo porca puttana ???	0	0
2589	<MENTION_1> <MENTION_2> PORCA PUTTANA PORCA. Io SONO MORTA. DATEMI LAURA ORA <MENTION_2> #Amici17	0	0
2590	"sta sera le ho mandato tutte le foto e mi fa alcune foto sono veramente fighe, ma il mio telefono le fa decisamente meglio della tua macchina fotografica""PORCA PUTTANA ok la mia macchina non sarà il massimo ma comunque mi sono impegnata per farle le foto meglio che potevo"""	0	0
2591	Volete un motivo valido per non truccarvi? No idee femministe,no sono già figa così bensì rientrare a casa alle 1.23 leggermente brilla ed avere le lenzuola pulite, per evitare l'effetto sacra sindone	0	0
2592	adesso quel commento ve lo traduco io che non so il coreano dice porca puttana yixing torna presto mi mancano le tue strizzate di culo	0	0
2593	Biondo alto capelli lunghi accento del nord porca puttana ma chi seiiiiii	0	0
2594	<MENTION_1> A me sembra di vedere molte cose, probabilmente non tutto, ma sul postare foto, ho una linea ed una morale che spero sia coerente sempre, e vale per tutto.Adesso ho visto queste ed ho espresso un pensiero alle 2:16 porca puttana, siete polemi	0	0
2595	raga stasera mi hanno rubato il telefono al bar quindi ecco, porca puttana la mia vita fa cagare	0	0
2596	STA COSA DEL FISICO MADONNA! MA SERIA?! MA PORCA PUTTANA MO PROPRIO SCOPPIO #amici17	0	0
2597	Ma io ma io ma io sono morta ma io vaffanculo ma io Porca puttana eva <URL>	0	0
2598	PORCA PUTTANA HO PERSO DIECI ANNI DI VITA	0	0
2599	No ok cioè siamo già partiti male porca puttana ma percheeeeee#BTS24HoursLeft <URL>	0	0
2600	cazzo oggi abbiamo otto aprile can we like. stoppare il tempo porca puttana	0	0
2601	porca puttana che sogno delccazzo ho fatto di nuovo	0	0
2602	<MENTION_1> <MENTION_2> <MENTION_3> Penso di poter negare recisamente,da uomo,che si segue Asia Argento in quanto “bella”	0	0
2603	tesoro mio. PORCA PUTTANA JAUREGUI NON DIRE STE COSE CHE MI EMOZIONO. <URL>	0	0
2604	PORCA PUTTANA IL DODICI APRILE È SARÀ IL GIORNO DEL MIO DECESSO ZAYN TI ODIO#Z2IsComing	0	0
2605	lrt il fatto che si ricordino pure di chi è stato o non è stato a un meeting....... porca puttana siamo milioni io sto piangendo sul serio	0	0
2606	"ho incontrato la mia maestra dell'asilo alla fine, tutto ok non mi ha detto niente. arriva la mia prof delle medie e mi dispiace, mannaggia quante persone hai perso in un anno. tua sorella come sta? si è guarita?"" ma porca puttana"""	0	0
2607	<MENTION_1> L’unica reazione da giornalisti seri all’esclusione di <MENTION_2> sarebbe stata andarsene, chi lo ha fatto? La posizione di <MENTION_3> è meschina perché sminuisce le cazzate del <MENTION_4> seguendo la linea del Fatto. Che cazzo di s	0	0
2608	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> <MENTION_13> Che cazzo di lingua parli coglione ?	0	0
2609	Ma porca puttana , continuate a parlare di cosa fanno, di chi sono, del loro modo di essere e fare, ma cazzo nessuno si è chiesto perchè un 30% di italiani li ha votati!Quando si perde, prima ci si chiede il perchè si è perso poi quali sono i meriti dell’avversario, non le colpe	0	0
2610	Sto incassando porca puttana	0	0
2611	NO VABBE MI STO SPOILERANDO TUTTA #lacasadicarta porca puttana	0	0
2612	<MENTION_1> ERMAL PORCA PUTTANA LA PROSSIMA VOLTA PARLA, ASFALTA LA CELENTANO COME TU SAI FARE	0	0
2613	<MENTION_1> <MENTION_2> Se lo fa liberamente non vedo quale sia il problema. Non mi pare sia una donna che sta nell'ombra. Forse in quanto a buon esempio è meglio la foto di Asia Argento con il cane?  È più dignitosa?	0	0
2614	Porca puttana quanto fa freddo, e i termosifoni sono pure spenti, grazie al cazzo che sto male da dieci giorni	0	0
2615	"Inquietante come i giornali parlino di queste cose con toni positivi alla vedete donne, guardate e imparate"" mentre alle donne che raggiungono traguardi lavorativi o civili niente.foto su foto di una che stira camice su Asia Argento che interverrà a Harvard zero <URL>	0	0
2616	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> Eh ... purtroppo mio padre ha deciso di farmi nascere nel 88.Potrei dire che mio padre è un incosciente, perché mi ha fatto appassionare alla Juve senza avermi istruito sui 90 anni precedenti.P	0	0
2617	Un pallonetto come si deve ed era goal porca puttana! #perisic #TorinoINTER	0	0
2618	"Mi è piaciuto un video di <MENTION_1> <URL> Cristina... porca puttana!"". Christian De Sica e Massimo Ghini - Natale"""	0	0
2619	Tagliamerda è in forma oggi. Porca puttana. 3 partite lo mandano ad arbitrare 2 volte... tutto casuale.	0	0
2620	Ma che cazzo alza la bandierina quel figlio di puttana se c’è il Var? Tutto casuale... si. La colpa è del Var, giusto?	0	0
2621	Stiamo dominando, dobbiamo solo segnare porca puttana #amala #TorinoInter #Inter	0	0
2622	D'Ambrosio mannaggia a te porca puttana... #TorinoInter #Amala	0	0
2623	Ma porca puttana che cazzo hanno combinato!!!! #TorinoInter	0	0
2624	"Radiocronista radio rai:  l'inter non subisce gol da 5 partite e mezzo, handanovic non ha ancora fatto una parata"" e tac tenpo 30 secondi e gol del Torino.... porca puttana se portano sfiga.... #TorinoInter"""	0	0
2625	Mi mancano una ventina di pagine di storia, erano 46. Napoleone te ne puoi andare a fanculo ovunque tu sia perché porca puttana sei fottutamente noioso da studiare.	0	0
2626	Non sono dimagrita e mi voglio ammazzare dieta del cazzo che non funzioni e porca puttana vomito	0	0
2627	Che nervoso....porca puttana bastarda infame zvdjdiebdjidhhdbghdfh	0	0
2628	Uno dei primi tempi più belli della stagione e siamo sotto porca di quella lurida troia ladra	0	0
2629	sentite stasera aggiorno lo SweatyJohnny thread, cazzo se lo aggiorno, preparatevi porca puttana	0	0
2630	sto cercando di mantenere la fottuta CaLmA MA PORCA PUTTANA NON C'È LA FACCIO ODDIO AIUTATEMI #Z2IsComing	0	0
2631	Vi considerate femministe e praticamente criticate la #Isoardi un giorno si e l'altro pure per DELLE SUE SCELTE. Fatevi curare porca puttana.	0	0
2632	Retweeted Asia Argento (<MENTION_1> Italia ci hanno elette nemiche #1 perché dalla parte delle donne, della pace, la verità, le minoranze e gli immigrati. Promotrici di un cambiamento culturale: la parità... <URL>	0	0
2633	Retweeted Asia Argento (<MENTION_1> <MENTION_2> #iostoconlaura #forEver	0	0
2634	Perisic e le bestemmie che mi fai tirare solo tu e il signore le sapete porca puttana	0	0
2635	Ma porca puttana siete pazzi?! ???<URL>	0	0
2636	ma porca puttana ohhh minchia sta maledetta palla non vuole proprio entrare cazz #TorinoInter	0	0
2637	<MENTION_1> Guarda, non dirmelo che porca puttana che fastidio	0	0
2638	#Torino e #Milan si potevano fare 6 punti a mani basse se solo avessimo avuto un po di fortuna.Usciamo con 1.Che TROIA la Dea#TorinoInter	0	0
2639	Il nervoso che non riesco nemmeno  a guardare la partita. Porca puttana. Mai uno streaming.	0	0
2640	Ma Icardi ha giocato il secondo tempo porca puttana?	0	0
2641	<MENTION_1> <MENTION_2> Ancora c'è da capire cosa ha tolto il patriarcato ad Asia Argento e a Laura Boldrini. Ma ve bene lo stesso.	0	0
2642	Adesso torno al lavoro e accolgo tutti con PORCA PUTTANA CREPATE TUTTI	0	0
2643	Quando ho visto un coglione come sirigu diventare yashin.... SIRIGU CHE NON FACEVA UNA PARATA DA QUANDO ERA A PALERMO... SIRIGU PORCA DI QUELLA LURIDA TROIA EVA..	0	0
2644	In tutto questo gode la Lazio e stasera il Milan tornerà ufficialmente in corsa, in una stagione dove dovevi essere terzo in carrozza. Solo noi porca puttana	0	0
2645	"Ho però molta frustrazione addosso"" is the new ""Porca di quella grandissima puttana maiala lurida infame bestia"".#torinointer <URL>	0	0
2646	RT <MENTION_1> PORCA PUTTANA LA CANZONE DI HARRY CAZZO	0	0
2647	Giuro che io gli ignoranti non li sopporto. Ma fatevi una cazzo di cultura porca puttana. Non è difficile, basta leggere! Almeno quello lo saprete fare, no?	0	0
2648	<MENTION_1> Sirigu... Porca puttana che non faceva una parata da quando era a palermo... Porca eva ma a me ste cose fanno salire il crimine...	0	0
2649	Ragazzi non cambierò marca di assorbenti mai più nella vita, ho messo UN (1) assorbente di marca diversa dalla solita e sto subendo le pene dell'inferno da due giorni porca puttana	0	0
2650	quanto brucia questa sconfitta porca puttana, meritavamo di vincere, siamo stati superiori ma contro la sfortunata non c’è nulla da fare, guardiamo avanti e daje, sempre e solo #ForzaInter #AMALA #TorinoInter	0	0
2651	Maledetti maledettiiiii Dio caneeeeee ma porca puttana ladra chi cazzo me lo fa fare chiiiii	0	0
2652	<MENTION_1> PH PORCA PUTTANA MA TUTTE STA SETTIMANA	0	0
2653	se solo penso che ieri la Roma ha perso e oggi era la nostra grande occasione per andare al 3 posto e allontanarci dalla Lazio..PORCA PUTTANA MA PERCHÉ DICO IO	0	0
2654	Quanto mi stanno sul cazzo i ragazzi pompati che non sanno parlare d' altro se non vantarsi dei propri muscoli. Porca puttana ma esisterà qualche ragazzo con un cervello?	0	0
2655	porca puttana non mi dovete toccare hyunjin.che cazzo avete al posto del cervello? segatura?È ANCORA UN RAGAZZINO E HA APPENA DEBUTTATO E VOI CHE FATE?GETTATE MERDA SU DI LUI.molto maturo come comportamento.	0	0
2656	"+Inizia con la I"" e semina terrore tra le persone-INTER, PORCA PUTTANA, INTER!!!#TorinoInter #TORINT"""	0	0
2657	Comunque l'<MENTION_1> culona ha ormai stravinto la classifica per pali presi nel corso di questa stagione.La gente però ha le fette di merda davanti agl'occhi e continua con la solita tiritera.#Inter#amala #FCIM	0	0
2658	hahahahhhhhahaha porca puttana la troverà con le muffe sopra <URL>	0	0
2659	porca puttana!!! l'aveva quasi presa!!! #forzacasteddu	0	0
2660	Per me le stagioni si dividono in:-posso lasciare il burrocacao nel cruscotto della macchina.-porca puttana ho lasciato il burrocacao nel cruscotto della macchina.	0	0
2661	"cioè porca puttana, ma che cazzo serve ripetere sempre le stesse cose  da agosto ad aprile? Tutti sappiamo cosa manca, inutile ripeterlo tanto per dire l'avevo detto"". Bravi, l'avevate detto. Nel contempo si può dire che 21 pali in 31 partite sono anche sfiga?"""	0	0
2662	RT <MENTION_1> cioè porca puttana, ma che cazzo serve ripetere sempre le stesse cose  da agosto ad aprile? Tutti sappiamo cosa manca, inutile…	0	0
2663	L’Inter ha perso contro il Torino. <MENTION_1> mi ha sfottuto un sacco. Io sono stato zitto e subito perché ha ragione lei. COME SONO MATURO PORCA DI QUELLA TROIA DOVEVATE SOLO FARE GOL MERDACCIA TROIA IMPESTATA FIGA IL TORO DI MAZZARRI MAZZARRI MERDA MA CHE CAZZO FATE GOL	0	0
2664	Mamma mia ma quanto siete catastrofici porca puttanaMa smettete di tifare	0	0
2665	"Porca puttana smettila di lamentarti di avere delle amiche false"" e ""di merda"" quando quella che ha il carattere piú schifoso dell'universo sei tu. Con questo, non ti dedicherò mai piú miei tweet. Li spendo per parlare del KPop della quale ti penti di avermi fatto conoscere."""	0	0
2666	Le frasi che dico più spesso sono o porca puttana o che deficiente boh ok	0	0
2667	<MENTION_1> Porca merda tutti quei soldi e la casa arredata malissimo, non posso farcela scusate	0	0
2668	<MENTION_1> <MENTION_2> asia argento non ha bisogno del mio parere	0	0
2669	Ancora c’è qualche capra in giro che ha il coraggio ancora di criticare icardi....gente che si merita ANDRÈ SILVA TUTTA LA VITA PORCA PUTTANA <URL>	0	0
2670	Pensiamo allo Stadio!!!!! Porca puttana!!!!!	0	0
2671	Parlate troppo porca puttana!	0	0
2672	MI DEVO SFOGARE, PORCA PUTTANA OL MOO FEGATO #NapoliChievo	0	0
2673	NON È FINITA FINCHE NON È FINITA....PORCA PUTTANA!!!!! #NapoliChievo	0	0
2674	Ci volevano i fischi per far cacciare la cattiveria. Ultimi 8 minuti di pura cattiveria, di tutta la squadra, porca puttana. #NapoliChievo	0	0
2675	DIAWARA GESU CRISTO PORCA PUTTANA RAGA VI AMO TUTTi CHIEVO MERDA FOTTUTI IN 5 MINUTI	0	0
2676	Al Napoli mancherà la qualità della Juve, mancheranno i cambi, mancherà anche qualche aiutino al momento giusto, ma porca puttana se ce l'ha un cuore!! E ora muti!!	0	0
2677	Siete dei nerd bastardi esattamente come me e volete farvi un re-watch decente prima di #InfinityWar ma senza rivedervi tutti i film dell'MCU perché porca puttana sono 19??... <URL>	0	0
2678	<MENTION_1> <MENTION_2> Certo che ne capite di calcio porca puttana	0	0
2679	MA PORCA PUTTANA MERSA LE RED BULL CHE CAZZO È SUCCESSO	0	0
2680	<MENTION_1> A me ha dato fastidio leggere i +7 ma porca puttana aspettare un attimo non è cosa intelligente?	0	0
2681	Porca puttana che fenomeno#Sagan #ParisRoubaix	0	0
2682	Porca puttana ma non é possibile fuori al primo giro	0	0
2683	PORCA PUTTANA#F1 #BahrainGP #divanopoli	0	0
2684	ma vi rendete contro che mi hanno inculato il telefono ieri sera al bar porca puttana veramente	0	0
2685	SE NE CADUTO IL SAN PAOLO AL GOAL DI DIAWARA PORCA PUTTANA #NapoliChievo	0	0
2686	<MENTION_1> <MENTION_2> Asia Argento ha recitato a Teatro??? ??	0	0
2687	"Sono diventato troppo raffinato,una volta avrei scritto dopo vieni da me così dopo il Milan scopiamo?"" e invece ""Stanotte stai da me? Mia mamma ha fatto lo spezzatino..."" Figa se sono maturato!!! <URL>	0	0
2688	Che poi, porca puttana, lo sapete quanto sono sensibili e voi che fate? Andate da Taehyung e gli dite una cosa simile. Non vi paragono nemmeno alla merda perché forse la merda ha più dignità di voi.	0	0
2689	Dio mio ma lasciate le persone libere di fare quello che voglio porca puttana	0	0
2690	Ma porca puttana ci chiedono di fare figli per mantenere le pensioni dei nostri “nonni” ma se iniziassero a tagliarsi gli stipendi STI CAZZO DI PARLAMENTARI????  #domenicalive #giorgiameloni <URL>	0	0
2691	<MENTION_1> Porca puttana ? (scusa il francesismo ?)	0	0
2692	<MENTION_1> È una delle cose che più mi urta mi credi non riesco veramente a farcela PORCA PUTTANA ALMENO L’ITALIANO DIOOOOOOOOO	0	0
2693	Cambiaaaaaaaa lulic porca puttana	0	0
2694	I figli di puttana, i figli di troia, gli infami figli di quella baldracca, dovrebbero stare in galera, sottoterra assieme alle corna che portano per corona, non al comando a pretendere di farsi leccare i piedi perché sono stati così fortunati da arrivare prima	0	0
2695	porca puttana bottas lEVATI DAL CAZZO DIO SAMTO	0	0
2696	Comunque Lazio jn vantaggio non si sa come, ma l’Inter è culona, VA BINI	0	0
2697	SI PORCA PUTTANA SI SISISISISISISISJJSISJSJSISA	0	0
2698	PORCA PUTTANA SEBI TI AMO SEI STUPENDO	0	0
2699	quel pomeriggio volevo urlare porca puttana, non mi sono mai sentita tanto violata	0	0
2700	#UdineseLazio porca puttana nell'intervallo ognuno dentro il proprio telefonino. Stiamo diventando tutti autistici	0	0
2701	<MENTION_1> <MENTION_2> Asia Argento in cerca di ribalta! Novella GIOVANNA D’ARCO ?!	0	0
2702	Porca puttana per entrare e ripeto entrare in Champions, non basta solo la scarsezza di una rosa tirata su da un ds incompetente, ma anche la iella. Non oso immaginare quando torneremo a lottare per cose più serie...	0	0
2703	<MENTION_1> <MENTION_2> Ahahah che imbecille! Amore ? come già gli ho scritto la figa non sa nemmeno più che sapore ha figurati se può riconoscerla così facilmente!	0	0
2704	"<MENTION_1> Quello che lo sconforto non dice soffoca qualsiasi placida empatia che comprensione non trova vanificato in solitaria vegenza"" <URL>	0	0
