id	text	misogynous	misogyny_category	target
2260	<MENTION_1> <MENTION_2> Curt you slag stones off constantly 😂	0	0	0
2261	<MENTION_1> While the billions outside America love SNL and just point and laugh at the stupid cunt in the White House 😂😂😂	0	0	0
2263	<MENTION_1> You stupid ignorant cunt	0	0	0
2264	Hey Lady Control Your 'Man' Control Your 'Spiritual Man and His yogi Dick' Women are not object....I will show all captures Warning 1	0	0	0
2265	Retweeted DRUDGE REPORT (<MENTION_1> British actress becomes fifth woman to accuse of rape...... <URL>	0	0	0
2266	DRUDGE_REPORT: British actress becomes fifth woman to accuse of rape... <URL> #ycot #tcot #pjnet #conservative	0	0	0
2267	1- This means, you can't ram these into silo-openings. you have to target the entire tunnel or silo structure with these.	0	0	0
2268	<MENTION_1> ROBBIE ROTTEN IS NOT STUPID YOU CUNT	0	0	0
2269	<MENTION_1> <MENTION_2> You got clowned on <MENTION_3> you stupid old cunt!	0	0	0
2270	Sitting on steps is always massive turn on for those watching. Good girl #stephapproves #slut <URL>	0	0	0
2271	<MENTION_1> Everyone gets mad when a woman talks about dick but praise men who talk about fucking 10 girls every weekend	0	0	0
2272	<MENTION_1> The girl who accused Kobe Bryant of rape wouldn't testify either. He admitted to the affair not assault. Case dismissed.	0	0	0
2273	Are you ready to meet your next ride? Stop by Hall Chrysler Dodge Jeep Ram Virginia Beach today! <URL>	0	0	0
2274	<MENTION_1> Some stupid cunt blogger on Skynews earlier. Said if we are to prevent more Weinstein's we need 'l… <URL>	0	0	0
2275	<MENTION_1> <MENTION_2> To follow Lord Ram,s teachings is more important than his temple, to start with you may ho… <URL>	0	0	0
2276	Wild how amazed Spanish folk get when you eat 2 mains and a dessert by yourself yet back home you'd just get called a fat kunt	0	0	0
2277	Heard a boy joking about date rape drugs and calling women “bitches.” First of all, you look like a peeled banana. Second of all, stop	0	0	0
2278	How much RAM do you need? It’s probably less than you think #graphicdesign <URL>	0	0	0
2279	Why are some of you thirsting after the married gays on here? “I want your dick” “fuck me” etc... Like, you look pathetic and stupid af	0	0	0
2280	<MENTION_1> I'd like to think you just blew on the tower lol. But reseating the RAM was a good idea too.	0	0	0
2281	I hate when people looking at you with their bag on the train seat like yes stupid ho I want the seat	0	0	0
2282	<MENTION_1> I quite liked the look of the air ram?? And dyson.. but you are right they are a bit steep... although others could be false economy....	0	0	0
2283	<MENTION_1> <MENTION_2> <MENTION_3> You missed the alleged rape (multiple) of a 13yr girl who dropped case amidst death threats to herself and family. Jane doe vs Donald Trump	0	0	0
2284	My shawty is a good girl not no freak hoe	0	0	0
2285	#NYC housing projects &; #PanAfrica men employment in #NYC service industry actually makes women who arent #SuburbanWhitemale 4 race mix- ho	0	0	0
2286	Before you call a woman a bitch make sure you aren’t a flea	0	0	0
2287	“I know you liked how that pussy taste” First of all, I don’t have tastebuds bitch	0	0	0
2288	<MENTION_1> do yoy want us put back down to div 3 again over this you utter wankstain kunt	0	0	0
2289	Tell us why u rape people too pussy <URL>	0	0	0
2290	There's a hole in my heart where my will to live should be that I filled with stupid photos of MCR. I joke about it, but it's true.	0	0	0
2291	I hate Billie &; Christy hoe asses. The most annoying &; stupid people on the show	0	0	0
2292	Some girl that knew Jackson from his hoe days legit CROSSED THE ROOM to talk to him at the party yesterday and I was legit like <URL>	0	0	0
2293	'He crying cuz this pussy so good' First of all my Niners set an NFL losing record with 5 games under 3 points to win, insensitive hoe	0	0	0
2294	<MENTION_1> Like shooting in a pressurised cabin. Don’t know we’re it’ll end up. I’d suggest you run a train on some slag indoors.	0	0	0
2295	CHECK OUT THIS STUPID HOE <MENTION_1>	0	0	0
2297	A 10-year-old rape victim gave birth in India – and the girl was unaware that she was ever pregnant. <URL> <URL>	0	0	0
2298	Dear Xfactor fans If you would like to slag off the show may I give you a little advice Do what I do and stop... <URL>	0	0	0
2299	<MENTION_1> men are so stupid they can't tell the difference between a wink and rape!	0	0	0
2300	<MENTION_1> Yes. You need more RAM to speed up your processing + can always replace the graphics card	0	0	0
2301	<MENTION_1> <MENTION_2> <MENTION_3> A “man” who calls a woman a bitch or ho needs a good slap in the face with a crowbar! Old school Italian, respect women! Cheers🥂	0	0	0
2302	Collins is a stupid cunt: Trump Is Hurting 'Vulnerable' Americans, His Acts 'Destabilize the Insurance Market' <URL>	0	0	0
2303	Bob Corker is a bitch boy sniveling cunt ass sore loser that throwing elitist BS all around trying to be relevant. <URL>	0	0	0
2304	Gals ❤ 2 holler ' I'm dat bitch' Well I'm tryna 2 b 'dat woman' Dat woman wit a college degree n money.Dat woman strong in her faith in God	0	0	0
2305	If you gotta rape a female to get pussy you really should just die	0	0	0
2306	He is in and out of jail. He's a bum , he a pussy bitch ! He just ain't shit ! I pray his next child he do wayyyyy better with fr.	0	0	0
2307	What a stupid cunt you are bro.	0	0	0
2308	<MENTION_1> Jeans ho ya girl hu	0	0	0
2309	<MENTION_1> Cause you a pimp and pimps forget	0	0	0
2310	<MENTION_1> I'd be interested in seeing you have a second meeting with Nikki. I want to know why she suddenly left her pimp 3 days later	0	0	0
2311	Then your headmaster was a stupid fucking cunt <URL>	0	0	0
2312	<MENTION_1> <MENTION_2> Absolutely right, I can understand your problem, If the SC verdict on Ram🚩 lala then you won't able to sleep. Because True is always wins.🙏🙏	0	0	0
2313	<MENTION_1> Ho, man, that was the prettiest girl I've ever seen.	0	0	0
2314	Ha ha BJP knows that Hindus r so stupid that they r ready to starve with no jobs but first like to see Ram Mandir then Taj Mahal. <URL>	0	0	0
2315	'God, did you hear about that stupid guy who works at Youtube who is a total cunt? I think his name is Chugchog'	0	0	0
2316	This Girl Got Rape Threats On Facebook, What She Did Next Will Inspire Everyone! <URL>	0	0	0
2317	Constructing a Mental Hospital Prior To Ram Temple would be Much Appreciated At Least You Will Be Treated For Your Prolonged Mental Illness. <URL>	0	0	0
2318	TV personalities joking about Harvey Weinstein and/or rape do not seem able to empathize with women or recognize ho… <URL>	0	0	0
2319	Muslim Man Dragged Out Of Hotel And Beaten For Being With A Hindu Woman = “chanting ‘Jai Sri Ram’ &; beating him <URL>	0	0	0
2320	Being rich ain't always popping your ass like a club hoe, but niggas alive &amp; wealthy.	0	0	0
2321	Happy birthday to you Naveen Patnaik Orissa CM Om Sai Ram Bhola Re Rock On 2	0	0	0
2322	Cressida Dick: A Profile Here, we profile the woman who is heading up the capital's police forc .. <URL>	0	0	0
2323	<MENTION_1> i am looking for bulk seller for cpu and ssd and ram . pls contact me if you have stock .	0	0	0
2324	<MENTION_1> The system will use what you give it. OS is designed to keep things in RAM instead of paging them out.	0	0	0
2325	<MENTION_1> Same fucking name, cunt bag. Why are you white knight, pussy boy?	0	0	0
2326	<MENTION_1> Sir why you are brewing frustration of #Gurudaspur on #Lord Ram	0	0	0
2327	N18 Million To Be Paid To Women Maltreated And Tagged HO's <URL>	0	0	0
2328	Did you know that if you ask the team to ‘pimp’ your bagel they’ll add in a tasty surprise for just one pound 😎 <URL>	0	0	0
2329	Fist pumping a pimp through glass in prison 😂 yes sir <MENTION_1> you are the top boi 👏🏻	0	0	0
2330	<MENTION_1> But hey Ram's content is not time bound and you will surely love it as many of the dialogues are in English 😜😜.	0	0	0
2331	<MENTION_1> Have you tried obvious things like unplugging all but the bare minimum of devices, isolating RAM, switching slots/ports etc.?	0	0	0
2332	And the a&&hole Bannon thinks we are all stupid <URL>	0	0	0
2333	<MENTION_1> <MENTION_2> Are you nut... Why u are comparing #Ram with shahjahan 😕😕	0	0	0
2334	Monday you slag	0	0	0
2335	<MENTION_1> <MENTION_2> you forgot Ram mandir	0	0	0
2336	<MENTION_1> <MENTION_2> <MENTION_3> *doesn't render for you. Just in: If you buy faster RAM (2400MHz or over) it loads buildings in a fraction of a second.	0	0	0
2337	<MENTION_1> <MENTION_2> <MENTION_3> 3) Beyond The Dream Girl 📖🔖💛 by <PERSON_1>. Wish to win this <MENTION_1> 😊 #FCcontest #HemaMalini	0	0	0
2338	<MENTION_1> I believe Putin has a video of trump screwing a 12 yr old in Moscow hotel. Trumps resorts are whore houses for the rich. He golfs a lot.	0	0	0
2339	<MENTION_1> <MENTION_2> Acharya.. have you read the analysis/opinion given by our 'historians' to SC wrt Ram Temple? Even 'WTF' will be ashamed. <MENTION_3>	0	0	0
2340	<MENTION_1> Where were all these people when Ram Setu was to be destroyed. Where were you when your coalition partner Karunanidhi commented on Sri Ram	0	0	0
2341	<MENTION_1> <MENTION_2> Mmmmm sweet pussy hole :) xx	0	0	0
2342	Yo i hate being a freakin woman where can i grow my new dick	0	0	0
2343	I guess i was a cunt to a woman who was flirting with our married friend (wife is put of town.) She knows he is married etc.. Good.	0	0	0
2344	I've done the same.. If I'm already getting pussy why would I wanna fuck my female friends? Not every hole is a goal honestly.. Honestly.. <URL>	0	0	0
2345	MEC <PERSON_1> will visit a Mamelodi school to receive a report on the alleged rape of a 17-year-old girl pupil. <URL>	0	0	0
2346	<MENTION_1> If you feeling like pimp james go ahead and brush your shoulders off⚡️	0	0	0
2347	<MENTION_1> <MENTION_2> <MENTION_3> Glaring deficiencies in healthcare ignored. Building stupid Ram mandir and statues are given prominence. UP is suffering from Sangh poison	0	0	0
2348	<MENTION_1> Garth crooks is a stupid fat Ozil looking cunt	0	0	0
2349	<MENTION_1> Had this play heappened in a 49ER-RAM game would you bore us on that too?	0	0	0
2350	There’s an a&amp;r /Dj that works at radio owes alot of uk artist in my era a massive apology u played alot of games god na sleep pussy hole	0	0	0
2351	<MENTION_1> <MENTION_2> Excellent. May almighty ram give lot of power all of you to construct ram mandir,break 370 in j&;k, crush islamic agenda and amend constitut	0	0	0
2352	Thinking about my beautiful woman tina i love you ... And working in the hell hole	0	0	0
2353	Jesus Sex Trafficking is grim. A lot of these women were damaged by something happening to them and that's where the pimp took advantage	0	0	0
2354	<MENTION_1> What great you will achieve by building Ram Mandir. Crook	0	0	0
2355	<MENTION_1> Okey let's build Ram Mandir..? Dare you to answer..!!	0	0	0
2356	<MENTION_1> <MENTION_2> You are living in world of illusions.....no RAM MANDIR and Dara 370 will not be removed before elections in 2019.	0	0	0
2357	<MENTION_1> British people say cunt like American people say dude I not know this woman at counter asked me for help… <URL>	0	0	0
2358	<MENTION_1> <MENTION_2> True, many women think Karl is a dick and Lisa is fantastic	0	0	0
2359	'Why wont any1 eat my pussy?' well first off we got to many fish markets around here hoe, your pussy should smell pussyishy.. not brim fishy	0	0	0
2360	The next message you need is always right where you are ~ Ram Dass #Intuition	0	0	0
2361	<MENTION_1> stupid cunt.	0	0	0
2363	<MENTION_1> <MENTION_2> <MENTION_3> I Want Ram Mandir &; Development in India. Do you want both or Nothing?	0	0	0
2364	There's not a woman on here impressed by your dick-pic-as-profile-pic, guys. We get that youre proud of it but that's not sexy. Put it away.	0	0	0
2365	never make yo main look stupid for a hoe	0	0	0
2366	<MENTION_1> Then please hurry you have only 386 days left to build Shree Ram's Temple &; a hospital across Saryu.	0	0	0
2367	the simple fact of you calling a girl hoe just because she rejected you shows how much you didn’t deserve her.	0	0	0
2368	The poor kid wanted a fuck and got a bitch prego and now is fucked for life hahahahaha dumb cunts	0	0	0
2369	Speaking of creepy. This narcissist sounds like a creepy guy on the run from a rape charge. Being Putin's bitch not that satisfying? <URL>	0	0	0
2370	<MENTION_1> <MENTION_2> Stupid cunt chelsea have 3 starting player out long term	0	0	0
2371	<MENTION_1> good you slag. Comedy Central hasn’t been about comedy since 2004 <URL>	0	0	0
2372	<MENTION_1> pimp Butters 😂”do you understand what I am saying?”	0	0	0
2373	<MENTION_1> <MENTION_2> that could couldn't tell you the starting QB..much less what a Ram is...lol..j/k	0	0	0
2374	Wishing the one and only <MENTION_1> very Happy Birthday and Happy Diwali Hope you do best, whatever you do. Jai Shri Ram. Jai Mata Di.	0	0	0
2375	Robert DeNiro used his 'Tribeca Grill' as after hours whorehouse to Pimp young women to Harvey Weinstein. #MeToo <URL>	0	0	0
2376	This stupid dick head didn’t say thank you when I held the door for him going into 7/11 so I pulled that shit close in his face when I left	0	0	0
2377	Cunt of the year qualifier. Blocked the path. A woman with a six month old kid in a pram had to walk in the road with traffic because of him <URL>	0	0	0
2378	I've never liked <MENTION_1> and he didn't endear himself with the Sean Spicer bromance and Stupid Weistein jokes. Bit of a cunt	0	0	0
2379	Isn’t it funny how people are so quick to slag you off behind a keyboard, but when they see you in person they run away😂	0	0	0
2380	<MENTION_1> I won't tell women to 'suck my dick' as you did <URL>	0	0	0
2381	lmao <MENTION_1> doesn't like the truth but he left a comment from someone who quoted me. what a stupid cunt! <URL>	0	0	0
2382	2009 Weinstein refers to the rape of 13 year old girl as 'so-called crime'. <URL>	0	0	0
2383	u a stupid ho	0	0	0
2384	<MENTION_1> <MENTION_2> Your an idiot slag him off behind his back call him out you have a. Problem	0	0	0
2385	You can't have sex with a personality	0	0	0
